username,tweet
nuraimanfitri,timeline now flooded with malaysians have had enough with lockdowns incompetencies 
mohd_kns,for those who got black flag demonstrate but eager show your solidarity may just simply change your display picture lets make this phenomenal 
sivarubanf14,                                       
safsetan,kerajaan pembunuh resign  
kucingyixing,those people using and ing tetap lawan and then say this doesnt involve not knowing those slogan came from anwar movement slogan back when fought kerajaan umno years ago see kids 
budaksalji_,tak malu pembangkang kau tolong promote poster kerajaan dah gagal kau lagi lah gagal suka ambil kesempatan saat2 akhir kerajaan pembangkang sama pengkhianat 
zulaikhafadir_,look cousins guys 
muqrizzzzz,bantu rakyat 
anuaqqq,keep the flooded with dengan naikkan tuntutan sebelum kita keluar dari maya dan riot jalan  ’ 
nicknameesther,this statement not turning blind eye the suffering people 
whimsiqa,today online tomorrow the streets the next your house after that with guillotine 
neryssaazlan,missing home and flying virtual black flag for loved ones  
sofeahjoned,rumah mak tingkap cenonet pinjam baju laki pon jadilah 
are_zuwan90,black flag takde black short aci tak 
misshappy0908,only have the from layunion concert fansupport 
mmxv161,saya ada baju buruk 
nadirah_93,with  
wafiealaziz,                
sunflowersyah,dont have any pics for today but standing firm for what demand resignation malaysian prime minister the convening parliament the ending the emergency proclamation  
drsyarizan,sebagai rakyat malaysia kmi berharap sekiranya dsai menjadi pemimpin belalah nasib rakyat malaysia jgn susahkan rakyatkan demi kepentingan diri seperti anda perlukan doa rakyat malaysia 
pabanban,jadilah paling sampah 
mandzakic,penting kite lawaaannn  
firdyadkins,mana silapnye kilang2 masih dibuka  
tunkuanwar,bendera takdak pakai woven bag warna hitam gantung luar tingkap 
syuwaadot,yall ministers should grateful that malaysians masih lagi ada common sense not any riot because this pandemic should things the other way round memang habis korang semua 
yuribaginda,lil tension lil friction and wee bit craftmanship hoist them black colour 
kuntum__,lima negeri akan beralih fasa dua sampai bila rakyat lembah klang nak hidup dalam fasa tutup kilang selangor natang 
ijaredsyam,welcome adamm 
sizzlecrackers,tolong trending kan lgi hehe
shafwanzaidon,bendera hitam dilihat berkibar daerah sentul kuala lumpur julai 2021 kumpulan solidariti rakyat meminta orang ramai menaikkan bendera hitam untuk menunjukkan protes kepada kerajaan perikatan nasional foto oleh shafwan zaidon 
bebylion,hehe force him raise the black flags yang penting 
joondaehwan,sorry malaysian government don support you solidariti 
sugumaran_s7,biasa2 
aqell___,jangan tunduk kita lawan 
kinatralalala,tirani harus tumbang 
aymanliamsi,hadirlah 
izwanxnasir,kita berhak suarakan pendapat demi masa depan malaysia tanah tumpah air kita  
bestieality,oomfs need yall help country are dire situation covid remains above cases daily healthcare collapsing suicide increases unemployment despite all these the government does not impose any solid intervention 
krezipur,don think for second that your voice don matter tweet your feelings voice out your opinions use hashtag make them listen 
aminmubarak_,2021 tahun gelap buat malaysia kita tidak boleh berpihak lagi pada penindas dan pak menteri yang tidak kompeten serta jadong forgive oppresor oppression upon the oppressed 
birrzamier_,cannot the street let bring back this spirit mahiaddin undur mahiaddin undur mahiaddin undur undur segera undur segera  
haikalkhafidz,sedikit sebanyak penulisan aku 
shanjhey,pabila langit hitam memberi restu dan solidariti 
sohmeiling,really tired the incompetence the current govt ‍♀️  there may times when are powerless prevent injustice but there must never time fail protest elie wiesel 
nicknameesther,for this soon the contract doctor issue settled change profile picture this too choice 
kiranraj2305,gunakan apa yang ada plastik hitam pun jadi lah fight for the people the people 
helloafif_,hari ini kita  
littleoffme, more definite reason 
saya_2h,▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️ 
_fathinazhar,aku baru sidai baju kerja laki aku warna hitam sedozen luar bolehlah kira jugak 
eshaanmenon,year kita 
rzqsyf,stand against 
flexinjeb,rise people let’ kick this dumbass government  
mzhan1411,pun sedap juge  
zakkalif,bendera hitam tak ada tanjak hitam boleh kot 
luqmanhaqim22,buruh tani mahasiswa rakyat miskin kota bersatu padu rebut demokrasi 
akmalmfao,only got this black shirt tak berani nak rembat mum shawl she disown lol  demand resignation prime minister muhyiddin the convening parliament the ending the emergency proclamation  
emeir_faizal,against them tres empre ash fresh pain 1440x810 2021 
amirullhafiz1,semoga hujan yang turun ini membawa rahmat kepada kita semua 
borneokomrad,kita memerlukan aksi aksi yang lebih keras melawan penindasan hari ini satu hatilah rakyat jalan raya kita merebut keadilan   semporna sabah 
alifshahir,thanks the and today just realized that theres jalur gemilang hanging outside window for idk how many years already 
jubeiiii,lambat sikit sebab tadi duk ralit makan daging merah pakai jubah bini pun jadi mat waknaattt 
qis_mukhlis,aku rasa rakyat malaysia sgt penyabar masih peluang even kami maki2 pun kami masih harap sesuatu baik akn jadi korg amik kesempatan korg pijak kepala kami xguna peluang utk perbaiki skrg kami dah pnt kami dah meluat  
aidarshd,live dictatorship sebab kita mesti terus 
yanameera,tengok keadaan hospital kat maeps sekarang buat aku lagi sakit hati 
krezipur,mon guys not puppets don lose hope the more feel hopeless the more powerful they get hopeful malaysia negara kita tanah tumpahnya darahku 
bnhsofficial,“tatkala kita sudah berdiri maka hakikatkanlah diri kita alif hilangkan kepada hati kita segala kehendak kita dan tiada upaya aku dan tiada kuasa aku melainkan kamu tuhan ” ‍☠️ syair perang nakal raw version 
yuslainiazmi,together stronger 
rafiqshahmie,not maintain justice justice will not maintain 
adangbah,plastik sampah does help iconic 
xdidiandrax,aku kecewa zuraida ampang tak naik poster 
kingadely,terima kasih dan seangkatanya menjayakan projek 
amrhzzty,have energy get angry energy got drained from heavy crying 
mukminnantang,kita memerlukan aksi aksi yang lebih keras melawan penindasan hari ini satu hatilah rakyat jalan raya kita merebut keadilan 
1972_sst,bahaya boleh wwe 
merxnism,tired and frustrated tiang takdak bendera takdak baju pun okay kan haha 
budaksalji_,kerajaan malaysia promote melalui pdf 
afiqimrann,when injustices becomes law resistance becomes duty  
clintycj, letak jawatan 
sitishman_,and the gang coming twitter take down the government  
pualdidan,kuasa rakyat malaysia cuma melalui socmed dah bole bawa goyah 
aishahnurhakim,sesudah hujan terima kasih kepada buruh kanak kanak terlibat  
farahhusnatree,petition for kim namjoon our next  
mytheorem,dah kibar dah trending 70k kalau takda pape juga kita nak turun jalan 
itsafiqakmal, fuck fear let’ dance 
hafeeszamran,bukan manusia lahanat2 wajar diludah 
izzat_radzi_,have find out whether our position deliberate creation god artificial fabrication the truth power hungry people whose motive authority security wealth and comfort 
vignashhh,mungkin tiada orang yang dapat lihat sebab aku dalam univerisiti mungkin aku disiasat pihak universiti tapi aku tak kisah rakyat dan mahasiswa menderita juga bangkit dan lawan wahai mahasiswa 
kimlwawaqq,black white version for future 
naimsamsudin, together 
hannazhr,⚫️⚫️
elyiasomar,good friend high5 
amirulaimann_,mampus kerajaan mampuss  
krezipur,tajuddin paling zalim sinis takdak hati perut dah orang tertinggi prasarana dia isteri dia anak perempuan dia anak lelaki dia 
danish_faris97,post gambar baju hitam disertakan hashtag 
syattty,already wearing black scarf out for 
abumahdijr,tak faham setuju 
artififcial,kicking off the first dose with 
syahredzan,are flying the flags for you all too the frontliners the ones who not have the privilege fly the the rakyat stands with all you 
pineapplesmh,didn have black flag put black shirt instead  
mierulhafidz,selamatkan malaysia  
ntkshh,change your profile pictures  support the movement 
roikinney,don forget guys keep trending biar dunia tahu yang malaysia ada 
fazrulazril,kita lawan muhyiddin letak jawatan serta merta buka parlimen dengan kadar segera tamat darurat 
jaylee1432,time rise people 
haziq_escobar,✊  
janshrey,suara rakyat suara keramat 
sukursakder,putih pulakk xpa kaa 
syrhzmi_,our demands resignation prime minister the convening parliament the ending the emergency proclamation raise your black flag together kita lawan 
fatinfendi25,being silence the face injustice sort contributing the injustice 
jhnazri,make make sense  
akubukansiapa02,aku harap referee nampak apa yang rakyat buat hari 
kingadely,korupsi hati besi 
azrazul_,dekat block rumah aku lagi banyak bendera hitam daripada putih takbir 
amiwawamlan,aku juga dah pacak depan rumah dah 
inczha_,stand with 
umairahmhd_,tkboleh keluar bilik sbb tgh quarantine tapi nak jugak 
adriana97ovei,golfo méxico océano están llamas  
sinaaaaaaaaa_,those who decided stay silent means they are siding with oppressor kan orang dulu dulu kata diam tanda setuju 
n85199124,sampai tahun berapa nak tengok angka tak ada inisiatif langsung 
sapetesedih,boleh lah dari takde 
ikafaizals,’ 
azzalinaazpah,disebabkan aku takde bendera hitam 
farhanamran,bendera hitam ini juga sebenarnya possible headcount untuk siapa yang sudah bersedia untuk turun jalanraya marah sedih kecewa semua ini harus digerakkan bersama sama kerajaan bangsat belaan azmin ali dan anak anak bangsatnya serta muhyiddin dan kabinet baculnya 
rozalinakarim_,remember that one vote for you one agree put you leader give you and your team chance and you have prove that you can lead unfortunately you have failed and with that reason ask you step down with dignity sampai 
ligarakyatlrd,terbaik rakyat malaysia teruskan dan kibarkan  rakyat sudah muak rakyat sudah penat rakyat sudah sakit tapi rakyat juga sudah celik rakat mahukan kempimpinan yang telus dan bermaruah 
shrhanum_,kepala babi  
badboy2662,guys kalo ada ternampak anyone kibar black lace bra thong tag aku taww 
krezipur,sums macam mana kerajaan sentiasa balas luahan rakyat they never cared balik balik kita tak respect pemimpin kita melawan kerajaan tak pernah nak reflect take action untuk tolong rakyat 
ahmdzuhairi,laaaa kenapa delete semua tweet biar lah semua orang tengok kau ingat aku pentaksub parti politik sorry bro silap orang aku akan mana salah huhuhu
kar_iuss,know kepam but  
fariqskywalker,the time has come 
budaksalji_,kalau kita tak siapa nak lawan siapa nak selamatkan rakyat 
naqibakmal,serba hitam hari ini tanda 
mohd_kns,siapa xde bendera hitam tukar profile pic hitam pun 
farockmayat,lupa letak 
deadlxvender,lockdown dah sebulan pun kes masih menteri menteri memang tak sedar lagi dah gagal teruk 
arlf_f,gantung depan rumah pun orang tak nampak sbb rumah tersorok enough with small one  
mershineter,70k handphones not enough the millions malaysians bukalah matamu 
ijjaaat,letak jawatan parlimen bersidang semula darurat tamat 
orangsalji83,langit pun dah hitam 
daninadzzzzz,sampai bila darurat yang tak function ada sampai abang jamil mampuih 
nadiahanafy,nak bertumbuk tak mampu kita guna cara ini
kantan_co,saya seorang mak selalu pesan dengan anak anak jaga bahasa hari saya minta izin dengan anak anak saya kandungkan izinkan mama nak carut mama kesal terpaksa carut  
yeolahv,beza betul penerimaan bendera hitam facebook twitter now know why spend more time here
syazwanjamal7,rakyat dah marah ayok tak tahuu ayokk 
iambadrulamin,70k 
daryideanna,melawan dengan seni 
hannziq,pinjam baju utk protes   
wandinx,resignation prime minister muhyiddin the convening parliament the ending the emergency proclamation raise your black flag together kita lawan  
aaivery,government killing faster than covid this rate jangan jadi buta  
glowinghideous,blue sky 
luthfieusry_,cari bendera hitam tak jumpa kita sarung baju hitam 
senseiiix,tudung hitam dah nampak tunggu baju kelawar kot ada power 
helmyhaqim,the solidarity with the movement its been too long need our voice heard this democracy this our rights lawan raise your 
krezipur,buat teruk makan packed food guna cawan kertas sambil pakai jam tangan harga sejuta kat tangan dia boleh feed berapa orang makan ramai orang mati bunuh diri sebab hilang kerja takdak makan faham dak orang desperate macam mana 
sadkid27,tried making flag with hoodie and wont stand jsjsjsidkkd nevertheless belief still stands 
indragondi,put this piece display solidarity  
ijjaaat, demands compromise 
ayeitsdharsh,power the people ✊ mahasiswa keadilan malaysia solidarity with bangsa ini bangsa melawan bendera hitam sudah berkibar  
chrischoongww,for the poor underprivileged oppressed powerless and voiceless solidarity with troublemakers 
farhanamran,tak ada masa nak berfalsafah kalini terus aksi terus tunjuk civil disobedience itu saja cara untuk ‘warm ’ sebelum kita turun jalanraya 
hakmohyu,tak sangka tahun dulu aku tulis status hari ini kita sedang lalui 
yuukuzuri,our demands • resign • reconvene the parliament • end emergency order 
hazirahkairol,muhyiddin mahiaddin letak jawatan kami tak perlukan kerajaan tak guna 
antigovmy,apa yang terjadi harini amaran jugak buat pembangkang bahawa rakyat tak mudah kena pijak kau buat taik korang akan menimpa nasib sama maybe worse 
